timestamp,​0x7f597525b13927196245A83D509e04A9dfF0f3df,​0xAD037A8E1D9B0951c9c7923A36BFdb39ae161678,​0x2Afd50dA3475f8ab47AEbEfC8039Aa0750E665F7,​0x38B8C0043ecEAf05C659e88b72dC29FE558fBc3a,​0x252bD6f91c89D7EF9E504FB179d9075687128872,​0x4Fc89A06893A74c639050cbE2Da5B811Dba43655,​0x8fe7B7407582EB5547992f28533726Bf54048c5E,​0xD293f479254D5F6494c66A4982C7cA514A53D7C4,​0x52762C7e08A579174Fa3B4d93e999288C258De02,​0xaaA84af6daE9b9BCbaC91337eA4Cca8b7Bc9D727,​0xDDCFCC3149687DD9d6c5A2b5f5a2BBc6A99F130B,​0x38B0Ffb47b77c1424DF299BAbcdC4c3995086F75,​0x9e467335C0954D6f91a992f39d71f9cE5B86d318,​0x86D1352Ec505965aAb6C9E269D40B6289a8E363B,​0x1943C45957CD79704eF17EA8366088efA08cB86C,​0xDB096c67657479262C7EED28198Ac288a3212bd9,​0x7e4370d8584F5537d259F01842dB17777E51aACD,​0xf9F99f982f3Ea9020f0A0afd4D4679dFEe1B63cf,​0x1fBfBa16AAa840F38C113ab27B765b2B372Cb175,​0x496Aa4CDE82574Da52c197C85332EFb8756a144A,​0xE4fd5De8A8373DE990AB643F9a7fd5580560bf7C,​0x5548A1942CD0bfFFd7197da2E7De18F8F550c0E8,​0x2A75FE923683625d578a96dAf8275880d6379A4f,​0xD7084BaD93B41223acb06CD433c183775F83D226,​0x46Bf1C951F922028Cd34356C0057ff0A60bE200C,​0xC181Ec798B46e8885ee5a5810125A4Fde16b8FFc,​0x57DE82d36d31F6A3aDFf94fF1d664A005b21dF76,​0x6b6Db451ce811852CaEa2Cc7AdDdf4ECd4966B08,​0xBdAF007bcc399De61c6569dC0d392f6A05e445C3,​0x82B806b5e4Ea4EbFFd8a2949986af69cfbFA4C12,​0xeb5280c27F0eCe2dD5afd6b210660C6979Af1536,​0xD79136E9547CC39608ad94C0c5Ba421f7ba58487,​0x61e5B69de63C0295F4A1209B2E24B1BAbf46Ee3A,​0xf3D92E6C6ac4eA75D0b0d9C938A8de8f0449BE9e,​0x38aE0D278fA84b5C3d5112305205Dfb70657e5Fd,​0x90b497813A16b04f944031e5C6DBd5EA89663e8B,​0x6768B5C9ec14A92455638754CA2Bd480aA6b8086,​0x264AD3dB210178CD8d862C2f576f4D1ef477B092,​0x14Fe55c8f5F83900F280a41bA6EF31042D8808D9,​0x3DFA17D931Fb1A7E231e6f96d5B34D56f171AfFc,​0x7b3420358c8cCcefA116650F5D8Ef6df3a660378,​0xC19cf5Dfb71374b920F786078D37b5225CFcF30E,​0xA81A8c1f6388B7e8174d636309674eACb82174AD,​0x7695016b2eb73b3251D55F7d081a7929697adf31,​0x111Bf7c77B584a65F8043Cd65D1037cc60aD78F6,​0x178E9069A5b17bDd2FD135fFECB756978083c510,Other
1548086260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548136260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548186260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548236260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548286260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548336270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548386290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00
1548436290000,,,,,,,,,,,,,,,,,,,,,,,,,,729.35,,,,,,,,,,,,,,,,,,,,,
1548486300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548536310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548586320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548636320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548686340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.00
1548736340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548786350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548836350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548886370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548936490000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548986770000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22224.99,,,,,,,,,,,,
1549037280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6607.46,,,,,,,,,,,,
1549087950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549138840000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549189660000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549240810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549291940000,,,,,,,,,,,,,,,,,,,,,,,,,,28993.85,,,,,,,,,,,,,,,,,,,,,
1549342890000,,,,,8223.05,,,1.27,,,,,23500.00,,,161951.17,,23514.04,,45544.21,,,,,,,,,,,,,,137.33,,,,,,,,116102.50,,,39950.00,,2000.00
